text,emotion
i havent worked out in two weeks so i am hoping this will help me feel less stressed and more centered,hate
i feel like jerry jones and tom coughlin are just frightened by chip kelly,worry
i too feels that kareena will make a fantastic cop,fun
i just posted when i reached to someones facebook that i used to think as one of my best friends which makes me feel so shocked and frustrated,surprise
i think what really made me feel most supportive of mitt tonight is that i think he does really well with being a middle man,happiness
i hope my love for someone up above doesn t make you feel like you are not beloved gloved anna loved sleep is good drugs are bad and the world without,fun
i know how you feel and im sorry,sadness
i feel like amazing x men compensated enough to earn it a out of,surprise
i have hurt so much and been told to stop so much that i suppose it all leaked into my brain and now i feel guilty when i hurt,sadness
i still feel it i still afraid of that feeling and it comes again again and again and it makes me scared it haunts me im scared im afraid,worry
i will probably feel a little offended which is why i don t do invites and if i won t eat your antibiotic and arsenic fed chicken and artificially garlic flavored box of potato flakes you will probably be offended,hate
i don t know about the readers but i feel extremely uncomfortable at star hotels,worry
i feel quite devastated when i have to rush away sometimes,sadness
i feel shy when people reading these but i am writing it here so brothers and sisters would see how real life works,worry
i still look at their actions and feel badly about how well ive raised them,fun
"I am aware that is this place is a very popular, local ""greasy spoon"" type of a place, but there just wasn't anything special about the place that made it stand out to me.  The prices were quite a bit higher than what I expected for such a tiny breakfast cafe.  This was discouraging to me.  I ordered the corn-beef hash, which was quite good... actually saving the rating for this place a bit.  I could tell all the food was prepared well.  The service also saved the rating a bit.  We had great service and the place was getting rather busy.  As much as it pains me to say it, I would have been just as happy going to Denny's and getting something off their 4$ menu.",neutral
"I mean, it honestly is not worth the hype. Just a typical nail salon, and just overpriced. It's cute inside but super packed, you feel super rushed, and that they just want your money. That's it. Gel acrylic is about 50 bucks, so I wouldn't really go again.. because of the way they treat you.",neutral
i suppose i could have walked up to the table effectively butting in line but that s just rude so instead i watched as a few people had their books signed and left feeling satisfied with the experience,fun
i can feel that sweet almost painful pressure building deep inside me,happiness
"Positive: big facility, plenty of equipment even during the busy times (and it does get packed mid-morning and again all evening), and a fair amount of exercise classes to accommodate most schedules. Bathrooms are spacious, modern, and very clean.  Negative: the front desk is usually operated by some very unfriendly and awkward staff. Typically as a guest you'd expect a warm hello, but usually I'm not even greeted with eye contact. Very off-putting. Also, there seems to be a general disregard for the mirrored yoga room. At this point I should be compensated for how many times I've had to organize the weights because they're all strewn haphazardly about, and the flooring there is more often than not covered in dust bunnies.",neutral
i see a wide expanse of sea feel the breeze which is pleasant at this time of the evening the waters are calm and soothing as the waves move closer and then recede,fun
i honestly have so much research to do and have to think of so many color schemes and how to implement organizational tips for small spaces that i feel more than overwhelmed with the intensity of this project however there is the masochist in me that is incredibly excited,surprise
i feel im being hated,sadness
im always feeling fucked,hate
i mean post and i feel rotten abou,sadness
i am feeling very rushed today and i feel like i have soo much to say,hate
"We've returned two years later, and I wasn't as WOWed.   First of all, their texting waiting system? They don't tell you that it takes another hour PAST the waiting time printed on your ticket for you to be seated. My ticket time said ""742pm"", which was literally 5 hours later, but we figured it was still fine and gave us time to still get ready before going out.   I get my text around 730 saying to head over to the podium. We get there, and are told to stand in the line just to pay. From the time we stood in line to the time we got seated, it was another extra hour. I feel like they should tell you this on the printed ticket, because it falsely makes you believe that you'll get in at a certain time. I was pretty annoyed by the time we sat.  The goods: Crab legs- they have them hot and cold, and if you ask the guy behind the table, he'll hand pick some good legs for you Nachos- love the nachos in the small saucer Baked potato- like the small size with cheese, bacon, and sour cream Mushroom truffle soup- pretty good flavor. One of the better soups I've had at a buffet Dessert crepe- you tell them what you want inside for the sauce, and top it with fruit and whipped cream. Delish  The bads: Asian food- yes, they have a large selection, but it's not good quality or that tasty. Their har gow was super mushy and not good Italian- total lack of italian food. Their pizza is lackluster and the only pasta they had was gemelli. Super mushy and overcooked  Crab ravioli- not good. Smelled fishy and the insides were so gross, I actually spit it out Prime rib- I didn't have any, but hubby and his cousin said it was tough and didn't taste good, and the cut was too small  I also was looking forward to some sweet potato tots and there were NONE! Very disappointed.   I don't remember bacchanal being like this when I went when they first opened, I feel like the quality has gone down. The wait all afternoon and night was not worth it, and if the wait was ever this long again, I wouldn't do it. I'd rather go to Wynn or Wicked Spoon.",neutral
i not feel skeptical about the organisation upset and disgusted,worry
i meant go through something that i feel like will kill me or at least i was afraid of that,worry
"Seeing Opticianado at the top of so many glasses shopping lists - plus seeing a really cute pair of frames in the window - I finally decided to go in.  I am a sucker for opticals with really niche selections of glasses!    Staff were really friendly, and encouraged us to try on a whole bunch of frames.  I don't know what it was, but none of the frames, despite their careful curation - really excited me all that much. Everything seemed to be either too outlandishly trendy, or somewhat bland.  Maybe it was just the mood I was in that day!  Based on everyone else's reviews, I suspect that had I engaged with the staff more, I would've been won over.",neutral
i feel it breeds loneliness and discontent and then we were onto the economy and recession and how stressful money and unemployment can be for people then she wanted to know what caused the recession and then the topic came to divorce,sadness
i wonder if it is a sign of me growing as an artist although i still feel uncomfortable calling myself that,worry
i feel that people who do that are greedy selfish,hate
i hate the feeling of sand beneath my piggies when i m at the beach i m not that obnoxious it s just the film of sweat that forms between my work clothes and my skin is six shades of annoying,hate
i watch her silently feeling dazed from my memory loss,surprise
im feeling particularly spiteful hes just statue,hate
i shut down i lose interest in everything i feel paranoid lonely,worry
i feel my readership has been severely damaged to the point where it will take a very long time to build it back up,sadness
i feel totally drained emotionally and physically the holy spirit never ceases to fill me up and speak to me,sadness
"I've been here a number of times for some work functions. I agree with the reviews about the lighting being on the darker side, I've noticed that before too.  I've always received prompt and helpful email responses from their team whenever I've had to reserve tables for large work parties.  Never had any complaints about the staff  It looks like a small bar from the outside but it's actually a large place with pool tables and plenty of seating.  Service has always been great and the food has been pretty good. I'm giving this an average rating because it's not amazing food but if you're looking for a cool spot to hang out after work for a few beers I would recommend it.",neutral
i feel a little horny she brings you up and then you know you want it i like the way you give it girl your mouth is dry your heart is beating faster you wanna die but youre afraid to ask her she pops a gun your prayers already answered tick tock man thank you man,happiness
i have tryed different ways for people to notice me but i feel fake doing them because none of it is myself,sadness
"I came to Steamers once before for a job, and I told myself if I ever needed to watch a game this is where I'm coming. This place is right around the corner from my house and well, lets say they have a lot of TV's. It's a sports pub, I didn't expect less. So I came here to watch the Knicks play because of an Asian American player Jeremy Lin play and I didn't receive the game at home.  I ate the Philly Cheese Steak. The waiter came and asked me if I wanted tomatoes and lettuce, and I did however when they came back they didn't have tomatoes and lettuce and they brought it out on a plate instead. The tomatoes were fine, but the lettuce looked a little old. I drank a couple of beers and watched the game. The place had some pretty good 90's music and a good amount of country.   My roommate who went with me ordered a burger and said it was juicy and well cooked, so I can't really comment on what his thoughts were. (However, he does have the credentials because he's a student at Johnson and Wales and works in a kitchen) After we ate our entree, we ordered the nacho supreme. It wasn't bad. the lettuce still wasn't that fresh, but the portion size was okay. At 10 every weekend they have karaoke night.  Overall, if I come back here, I would just order a beer watch the game (as they had so many TV's just ask what you want to watch and they'll get your own TV) and then go home. Maybe get some nachos as it's not expensive at all. I don't know what the first reviewer was talking about with the prices were expensive. I didn't think it was expensive at all, but actually not priced badly at all.",neutral
i had a rigorous schedule planned out in my head but before i knew it i was feeling stressed tired and anxious,hate
"You know what they say about location, location, location?  Well this place is in a horrible location to say the very least.   I was extremely nervous to leave my car in the parking lot & while walking to the restaurant a bum rode up on his bicycle and asked us for money. Sketchy!  But we kept on because of the glowing reviews.  Also, there's a swingers club in the same strip mall....gives new meaning to strip mall. the inside decor of the restaurant leaves much to be desired as well. This is not a 'date place' in terms of dressing up.  Jeans are protocol here.  They also don't take reservations, which doesn't score any points with me.  Our waitress barely spoke English to the point where another one of the waiters had to assist with our table.  She also asked us if we liked cats????????????? Now when eating in an Asian restaurant we both thought this was extremely weird. Apparently, she had found a mother cat with babies and was trying to find them homes?????? At least that's what we hope.  Food was pretty good, I wouldn't' say it's the best Thai food I've ever had, Sakun Thai is closer to me and just as good.  I'm going to go back and try it again in case there's something I missed. Stay tuned.",neutral
"This place isn't bad at all. It's fairly new in the neighborhood and actually checked it out by accident considering the restaurant I wanted to go to around the corner was way overpriced. I'm glad I stopped by to check it out! The menu was fairly reasonable, and yea, it did remind me of Chipotle, except, I think this place has larger burritos than Chipotle! The staff was friendly, and fast. They put our burritos in this oven conveyor belt that thoroughly melted the cheese and baked our burritos. I would definitely come back again.",neutral
i feel for the city for that time before everything fell apart that longing isn t unpleasant,happiness
i repay you with another fabulous post heres just one of my fun shots on feeling a bit nostalgic for the s a href http,happiness
i feel like i did ok in landing one of the very few potential all stars out there,fun
i feel like anyone would be hesitant to hand the job to someone who had a b in the class,worry
Me and my husband always visit Corner Cakes before heading to our room at night when staying at the mgm. We love their cheese Danishes and cream cheese triangles,neutral
i am that woman who will notice and i will send one your way even on days when i feel discouraged myself,sadness
i could soon feel quite rejected,sadness
i also feel very excited because i would like to know how our child would look like and i would be teaching her russian and british accents hahahaha,fun
i feel much less bitchy now,hate
i havent gotten to that point and every time i actually want to express myself i feel frightened to do that to the wrong person or the person doesnt even care to learn anything,worry
i wonder me waking up and feeling a bit horny and trying it on with you,happiness
i feel a lot less angry and im saying stuff out loud and im letting anger out like today in our last session when i taught the quack a lesson cause he said im not progressing said i wasnt moving forward so i said lets see how you move without your fucking legs,hate
"This little sushi spot located in Village Square used to be 808 Tapas...from the get go, the place is small but familiarly cozy. Nothing too special or out of the ordinary in decor, but a little on the modern side without getting too contemporary. Upon entering...greetings by staff welcome you like most Japanese places. All seem to be nice and helpful. Food wise, the sushi portion to rice ratio is a little off, sometimes more rice than other sushi restaurants. Food taste is pretty good to mediyoker depending on what you order.  This place doesn't seem to get overly packed, but it's a decent enough place to go to if you are craving sushi and in the area. Look for Yelp check in to unlock offers like sake. They also have specials going on on social media so be sure to check it out or ask to save on price.  Would I come back? Probably, but as a back up. Nice place to try though...you may have a different experience.",neutral
"Walking into BT's Burgerjoint, one is immediately greeted by the laid back vibe of a beachfront burger bar. Blue walls adorned with surfboards, naked light bulbs strung from posts, and a mix of Carolina and California beach music drifts from the speakers welcoming customers.  Ordering is made easy by following the directions on the menu boards. Choose an award winning burger, hot dog or chicken, then dress it up with cheese, bacon and toppings of your choice. Several salad options are also available; though the Grilled Chicken Salad proved to be bland, and the Ranch dressing was clearly not housemade.   It is the Hand-Cut Sweet Potato Fries drizzled with Honey Butter that deserve a special mention, though. Warm, tender and salty sweet potato fingers lightly fried and complemented by the sticky sweet Honey Butter induce fried tater euphoria for fry connoisseurs and novices alike. If you are dedicated to their regular hand cut fries, try a Half And Half for the best of both.  Service and wait times are inconsistent at BT's. Long lines at lunch are unacceptable for those on a limited lunch hour or who are attempting to appease the hungry preschool set. However, when the staff isn't slammed, they are attentive and kind.   BT's Burgerjoint is located at 14130 Rivergate Parkway in Charlotte and can be reached at 704-494-7356.",neutral
i got a bright pink color which im feeling doubtful that i can pull off,worry
i travel in non christian countries i feel impatient with the theology which would consign entire nations to hell on the basis of their religion,hate
ill tell you that im searching for my purpose in life and where i feel the post loved,happiness
i started to feel i hated my whole body and they way it looked,hate
i thought i exhausted all emotions i held all the frustration and confusion and still here i am having so much more to give so much more to feel i look at this blank white piece of paper and i want to fill it with colours with motion but it still seems so blank,sadness
"Came here for a quick dinner with a friend and it was pretty decent.  The interior is a little bit dated/old, but apart from that it's a very cosy Korean restaurant.  I got their cold noodles to try -- it's not as great as Cho Sun Ok's famed cold noodles, but it got the job done.  The noodles were a bit chewier than I expected, but overall the food was decent as well as the service.",neutral
i didn t feel no pain so i was still skeptical about how bad it could be,worry
i feel a little delicate this morning sore throat and headache at least the vomiting has ceased to be a problem for the time being at least,happiness
i have a feeling becky liked her molly moon s salted caramel ice cream more than any of the meal but who blames her,happiness
i feel safe and part of something,fun
i feel weird sharing that but this is the source of some of my greatest insecurities,surprise
i can find something thats good about them and really appreciate it and i feel like sometimes if people were a bit more compassionate and slightly more aware of other people and where their opinions root and why they act how they do then there would be more of an understanding,happiness
i am feeling quite overwhelmed,surprise
im feeling is funny because its totally unnecessary,surprise
i don t feel victimized,sadness
Okay place wouldn't be my first choice. Grounds need some work. We were out by the pool which was a mess. Furniture is in need of replacement and repair. There was pair of men's underwear on the deck meaning the maintenance guys did a poor job of cleaning,neutral
i feel a little overwhelmed because there is no curriculum but i have resources who are helping me out,worry
im currently feeling very nostalgic and missing dudes long locks,happiness
i was feeling very defeated and like i just couldnt continue so i reluctantly asked for an epidural,sadness
i feel suckered and resentful,hate
i was to her in fact so i m taking that as she feels regretful for what she has done,sadness
"Nice little brewery/restaurant on Fremont street. The beer selection was limited and they were out  of one of the beers I wanted and the other beer was reserved for ""members only"" which costs $125 to become a member???? Not sure why you would list a beer that was unavailable to the public.......  bar tenders weren't very helpful but the waitress we had was amazing. The other customers were very friendly and nice. So, I give them 3 stars, for attracting pleasant customers and having a very friendly waitress.",neutral
i thought it was okay for a first draft but i still feel doubtful,worry
i feel pretty pissed off that the damage is this bad,hate
ive been feeling irritable since i restarted the advair,hate
i feel as i did when i was troubled easily agitated and indecisive,sadness
i started to feel hopeful that maybe my book could have a positive influence on teen readers readers who like reyna are confronting certain prejudices for the first time in their lives prejudices that have been passed down from their families and in some cases their religions,fun
i feel like it has actually mad them better because i feel like thats the easiest way to talk to most of my friends,hate
im kinda feeling mad,hate
"I had fun in here, but I quickly realized it's a ""copy & paste"" kind of store. You see a lot of the same items over and over in different colors, styles, ect. Nothing really too different. Besides Hersheys, you also have Twizzlers, Jolly Rancher, and Reeses stuff in here as well.  My favorite part is the selection of baked goods. Oh my goooossshhh, there are so many delicious things to choose from! I had a huge peanut butter cookie with Reeses Pieces on top and a cookie-brownie bar thing with Reeses Pieces on top. Both were so good, but I'm not sure if they're made fresh in the store or not. They were good, but didn't taste super fresh. All in all, it's worth it to stop in and check out. Lots of cute photo ops and who can't possibly have fun in a candy store?!",neutral
i can feel if they are irritated angry sad or upset,hate
i do not know what my next steps are but i no longer feel lost,sadness
i bolus successfully for these foods and i feel triumphant accomplished a master of diabetes,fun
i do feel drained and totally exhausted today,sadness
i feel so passionate about this,fun
i get the feeling he is telling peter many people will be surprised,surprise
i feel that im accepted for who i am,happiness
i could before the actual thing and then if i still couldn t figure out if i d feel embarrassed not knowing how to get in line or how to get a drink or where to park my car or whatever i just wouldn t go,sadness
i feel like ive isolated myself from regular relationships,sadness
i dont i feel amazed,surprise
i feel like im running a youth hostile or something,hate
i feel like i have accepted this vessel i have,happiness
im feeling somewhat less frantic now,worry
i could say that without people flinching that would make me feel safe,fun
"This is a pretty decent bakery.  Food wise, the coffee is good quality. The baked goods, aka cake, buns, and cookies, are all fresh and tasty. Cost wise, it is a little expensive at times, especially for the sealed baked goods. But the buns and coffee are average priced.  All-in-all, if you're hungry, its a good place to grab a bite if you are in a rush. Definietly A-Ok.",neutral
i feel very vital constantly refresh mind ways thinking reminding yourself goals,fun
i wear every now and again as im still not sure how i feel in them but i liked them teamed with one of my new henry holland tops and my faithful blazer which your forever seeing me in at the moment very good sale buy,happiness
"This was my husband's second visit and my first to Dragon Palace.  The first time my husband went he came home excited about having a good Chinese place so close to us (and let me clarify that we are both American born Chinese so we love greasy Chinese food).    I love that right after we sit down they bring the tea, and there's no extra charge like a lot of Chinese restaurants these days.  This place does offer a great deal for a LOT of food -- we went with the Family Dinner special which was 11.95 a person for soup, eggroll, fried wontons, pork chow mein, fried rice, and sweet and sour pork.  By the time the entrees came around we were totally full and we ended up taking three full cartons of food home.  The service was prompt, attentive, and very friendly.    However, I thought that the food here was very difficult to eat.  The chow mein especially was really, really salty.  I never ever send food back but we had to ask for them to cook it again because it was so salty, and it wasn't much better after that.  The sweet and sour pork was deep fried pork with sweet and sour sauce drizzled over it -- not even coated evenly.  The meat itself was tough and chewy in texture.  The fried rice was decent, nothing extraordinary.  My favorite part of the meal was the dessert, they make these fried bananas wrapped in wontons that are coated with honey and they are delicious!  Since my husband had such a positive experience the first time he went, I am willing to give this place another try.  Maybe they just hired a new chef (our server said that he was also brand new) so there may be some inconsistencies in the menu.",neutral
im feeling less impressed with the speech this morning than i was last night,surprise
i feeling so hateful lately,hate
i still have times when i feel shaky in my ability to live this healthy life i have chosen,worry
i might be bragging ok i totally am but i feel like that is one smart bubba,fun
i also feel like if google hated seo we d know it,sadness
i told him i wanted to let those negative feelings go because i loved him and i wanted to restore our relationship i even asked him to pray for me,happiness
i feel no guilt about the brujo and even have some sense that he would be sympathetic,happiness
i feel amazed and surprised when the exact question i am trying to ask,surprise
i feel for the innocent family members of the shooter is unbearable,fun
i can care about the kids i work with because many of them have gone through such horrid abuse and poor parenting that i cant help but feel compassionate towards them,happiness
i am feeling very cranky,hate
i grew older and didnt feel the need to feel the acceptance of my family i decided that what i had so treasured wasnt what i was after,happiness
i feel like i m only as good as your last game so i really just try to go out there and play with that type of attitude and just keep playing every week regardless of the circumstances said spencer who will be a free agent next year after being pegged with an,fun
i felt empowered telling him how it had affected me how i had come close to suicide because of the severe distress it had caused me to continue to feel long after the unpleasant encounter where what i felt was disregarded completely,sadness
i allow others to experience my gaze and feel divine pleasure from my presence if they will accept my free gift,fun
ive spent years watching everything they touch wither and die so i cant say im feeling too sympathetic,happiness
i can make you feel very anxious with panic attacks or very depressed,worry
id always been proud of where im coming from but now sometimes i feel im too dorky boring hipster in the wrong way awkward and then i wonder why dont people feel close to me,sadness
i don t think there s anything wrong with her dear jude but i feel so timid that i can t help begging you to be punctual a target blank rel nofollow href http www,worry
"Decent location in what I would consider the not so fabulous section of Mesa. The lady at the counter was super friendly and I was in and out in no time with my $.69 Gatorade Peace A town, I'm out of here!",neutral
i couldnt control it and what is worse is that no matter what i feel for her how deeply i feel for her or how sincere i amabout my feelings she wont listen to a word i say,fun
i start to feel disgusted of myself and him together,hate
i feel like im far too stubborn and protective with my ideas before ive shared them with my tutors,hate
i declined this invitation but secretly i could not help but feel curious,surprise
i lost my power feeling lethargic headachie tired mentally blah you get the picture,sadness
i must suffer being an absolute bitch with terrible cramps for a short spell each month to feeling paranoid depressed needy and honestly a complete emotional mess regardless of which week in the month it is,worry
im a lover and a listener i just cuddle and listen and i cant do the cuddle thing so i feel a bit listless,sadness
i didnt want to be lazy or feel groggy so i just kept drinking red bull,sadness
i got a feeling and feel so strange everything about me seems to have changed step by step i got a brand new walk i even sound different when i talk i said woah woah woah woah wooooooooooooah yeah something s got a hold on me yeah must be love,worry
i wish i had the discipline to sit down and write out what im feeling from moment to moment but i have a tendency to become neurotic and analyze my wording sentence structure and even my handwriting,worry
im feeling a little stressed,sadness
i feel blank and at a loss but hey that s old hat,sadness
i feel surprised that scientists to actually question about how it is weird for the initial conditions of the universe to be fine tuned to very special values such that our universe is almost flat,surprise
"When I first started going here it was definitely a 4-4.5 star my stylist was very attentive and I always had great styles and color.  Unfortunately after awhile, it seemed that the love was gone.  I would request for certain styles, extension pieces, etc but when I would come into salon all was forgotten about my requests.  I would have to remind my stylist of these requests and wound up having to come back for more appointments to make the corrections.  I really hated leaving this place, but I guess it just wasn't a good fit and I feel I should have been treated better.",neutral
i feel like i missed out when i was younger but i was very active and would be much more content to go outside and ride a bike,sadness
i feel gorgeous when im with you,fun
i think matt was beginning to feel unsure about climbing such an imposing land feature and told us i dont think im going to go up with you guys,worry
i mean where else can you go to the dining car that feels like the movie dogma and get served by a bitchy jamaican woman,hate
i didn t feel like she liked me very much despite my attempts to engage her,happiness
i was still feeling ok but the pain in the legs was growing,fun
i get a little tired of remaking certain things but this is one i feel thrilled to continue making,fun
i still feel ashamed that i live in a world of people who dont know how,sadness
i want to feel amazed a little more often,surprise
im feeling fond of tesco right now,happiness
i feel i liked this collection but i would have liked more of a balance of emotion as well as an eclectic mix up,happiness
i feel only a little bit weird about making decisions without him,surprise
i just sat there feeling so empty and lost and scared,sadness
i am feeling very distraught by your revelation i do hope that what happened in your case is the exception not the rule,worry
i feel that more than any other birthday milestone this one has caused the most obnoxious case of naval gazing ive ever undergone,hate
"Summary: simple takeout spot has some of the best chicken sandwiches and coco bread I've ever tried, but wait times can get long, and the other dishes are not as mouth-wateringly delicious  Top Must-Get: chicken sandwich Top Regret: jerk pork  Located right beside KFC and down the road from Popeye's - it says a lot that this small takeout place still gets lineups for its chicken. It's a cramped space - you sort of just bunch up in the best line you can make when it's busy, and then order at the window. It can be a long wait since it's a small shop, but during down times, it's fairly efficient.  Their chicken sandwich meat is stripped right off the leg of a chicken, and it is absurdly tender and tasty. I get it without the coleslaw so that nothing detracts from the juicy chicken taste, properly flavoured, as I bite into it. Delicious.  They also have superior coco bread than other local Jamaican places - it's got a tinge of sweetness that just tickles the tastebuds right, and it's noticably less dry than others.  However, their jerk pork is missing the same legendary calling of their chicken. I also think their patties are comparable to supermarket-bought ones, so they aren't necessarily amazing (although not bad either - I have had the patty in coco bread a few times!)  The other dishes are decent if not spectacular. I recall feeling a bit let down at their dinner portions: a hefty amount of rice, but not a proportionate amount of meat.  That said, it's worth a visit if only for their chicken sandwich.",neutral
i do because i want to feel useful,fun
"I went here with some friends a couple weeks ago at about 830 pm. It was great. I asked the server what he would recommend to me and he said the Pad Thai with chicken. I ordered the Pad Thai and it was delicious. The server was very friendly and helpful.  We came back a few days ago at about 430 pm and I was not as impressed. I ordered the Pad Thai again, but I was not happy with the server we had. She took forever to get our drinks and was not the friendliest. She also took my husbands soda while we were eating to refill it and took forever to bring it back. It was not even empty yet. I like the Pad Thai, but there is nothing else very appetizing on the menu for me. I would come back for the Pad Thai.",neutral
"So I was at work and my co-worker recommended that I try their poutine because it was a pretty big portion size and she said it tasted good.  I walked in and it was pretty dead for a Saturday afternoon, but then again I don't expect it to be busy during the day.  It was nicely decorated with chandeliers, paintings and had big comfy lounge chairs.  I ordered take-out and went with their ""Sweet Quebecer"" which is a poutine with sweet potato fries, gravy and cheese curds.  It was something different so I decided, why not?  It came to $9 and I waited about ten minutes for my food, which wasn't too long.  I got back to work and opened up the take-out container and I was mildly disappointed by the portion size.  It was much smaller than I had imagined for the price I paid.  Overall, the taste of the poutine was mediocre.  Nothing special even with the sweet potato fries.  I'd probably be better off going somewhere else and paying that much for a better tasting poutine.",neutral
i have a feeling things would be supportive of the whole rehab and all its clients and everyone would benefit,happiness
i am able to say with acuity that feeling exhausted is not normal for anyone,sadness
i feel this way i withdraw become irritable,hate
i feel so amazed with myself as i could stride nonstop for more than minutes,surprise
i feel petty for thinking like i have i feel stupid that i let things get to me so easily,hate
i feel like what i do is deconstruct popular audio and then reconstruct some new art out of it,fun
i think it is okay for some white lies to spare feelings of other people but that is pretty much the only untruth i think is acceptable and rarely at that,fun
I have been going to the Zipps in this community for over 6 years and ever since they have moved to the new location their service has gone downhill. I am so happy we had Paris as a server because she was on top of everything; she deserves 5 stars.  As a former regular you will get the boot here and this review would be one star if it weren't for her. We actually had a couple bartenders and a manager scoot us out of a seat because they had priority here. I'm sorry but as much as I respect the amazing food and the old Zipps the staff just puts certain people in priority.  I appreciate all the good times and people at the old location and was excited for them to move forward to the new place but they need to get their staffs attitudes in check because if this continues the Zipps  community will crumble again.,neutral
i think its so we can have time to study for exams but its feeling rushed and crazy,hate
i say not feeling my legs get number and number up to my chest i started to relax a bit more and get excited about finally seeing our son,fun
i feel part of accepted and listened to,happiness
i can look forward to but already i feel nostalgic for all the wonderful experiences in oregon that i have lived through and learned from,happiness
ive been feeling like i was constantly on like i couldnt get anything productive accomplished like i didnt have a moment to myself to think or breathe,fun
i remember feeling shocked and somewhat embarrassed that the adf unity rite i was consecrated in was so much about me,surprise
i feel that the pillars supporting this debarkle are much more interesting and highly relevant to another issue that i wish to poke at later on,happiness
ill be happy with a a select handful of well made classically beautiful items that make me feel fabulous,fun
i could have been any other man in the world at that time but as long as my wife was respected and given attention she was ready to latch on to them the same could be said about her with me and my need for love and feeling important,fun
i think it will make all the difference in your relationship and give you and understanding of how your signifiant other feels loved,happiness
im tired of the book and ready to have it out of here and finding out that i was given unsuitable images and then feeling blamed for the result did not sit well,sadness
"I was not too impressed by the selection at this buffet. It looked pretty small and nothing that appetizing.  The only things I tried were a couple of desserts and salad. I had the mini cheesecakes in a square container, one with strawberry crumble and the other, chocolate. The salads I got were caesar and crab salad. Everything was just whatever. Nothing good, nothing bad.  However, what was awesome was that unlimited mimosas and bloody mary's that came with the morning buffet, until 2. And the guy serving the drinks was super friendly and very generous. Great! If we came back, it would only be for that.",neutral
i really didn t know what i was feeling my mind was blank i was confused and numb,sadness
i feel drained yet so excited for her and her new journey,sadness
im feeling rotten just talking about it,sadness
i still feel very blessed to educate young minds each day,happiness
i have a feeling i was just talking about naughty things,happiness
i should just write and not feel so dissatisfied,hate
i actually feel sorrowful,sadness
"I love the concept of this place, and the selection of clothing, shoes, and accessories are always unique and fun.  My gripe? They rarely take anything I bring in and the cash value is never worth it. I have much better luck at other shops of similar nature, so I'm not sure if its my timing or what. I am definitely more of a seller than a buyer, so this store unfortunately is just okay for me.  If you like finding treasures, I highly recommend stopping by frequently. I have found some amazing designer shoes and jeans here.  But if you're looking for quick cash, don't get your hopes up.  Some of the staff is awesome, especially Emily!!!  Other staff members, I sometimes question their buying process. I once watched them pass on an amazing designer bag which I then bought in the parking lot from the disgruntled seller for a smokin deal!! Their loss was definitely my gain that day!",neutral
i wonder if anyone is even looking at my materials but now im feeling reassured and energized,fun
i love my marathon shirt but do feel kind of weird wearing it like im trying to brag or something,worry
i feel bitter that my cancer was relegated to unnecessary to meet with someone as important as an oncologist,hate
Aux Vivres is a great spot- crowded- so we aren't the only ones who think so.  We needed something relatively healthy after many hours in the car travelling from the U.S. and this place definitely delivered in both taste and portion. The burgers are huge- HUGE- and really tasty. I had the Burger Aux Vivres- very veggy-y and tasted amazing. The handcut fries are a great touch as well as the homemade ketchup.   Really no drawback to this place- other than it's popular- so you might have to wait a bit before getting a seat. Absolutely would go back.,neutral
i feel honoured and great because through this work experience i am able to determine what i will do after graduating,fun
i feel that we are still fearful of the dangers that social media can present but we need to understand that we cannot ignore it and that it also presents us with great opportunities for learning and communication that far outweigh the dangers,worry
i still feel apprehensive about some of my secondary school mates and have distanced myself away from them,worry
i listened to it my mind would clear and i would feel a little less agitated that i had beforehand,hate
i know i feel passionate about certain things being a better route to take but i am sure all my ways are not the correct ones but i feel listening to other points of view helps shape my thinking,happiness
Finally opened a new place here! been way too long....My friend suggested that we come here for dinner. I didn't even know Golden Harvest even took over this place. I enjoy the fact that there is photos for every item on the menu. It makes my life so much easier because I can't read simplified chinese..  The food was A-OK...nothing really wow'd me in terms of the food. Everything was just OK. Nothing super delicious that was memorable.  We ordered quite a bit of food. The portions were decent.   I may be back when I am in the area but I won't go out of my way to come,neutral
i feel from longing to do drugs will always be there and it hurts my heart because it is sin and it hurts gods heart too,happiness
when i was a child i hid under the sheets out of fear of darkness,worry
i feel i admired the film more than i loved it which was a shame,happiness
when i heard that a woman of my community had aborted and got rid of the foetus by throwing it in the drain,hate
"It's been awhile since I've written a review, and I've been reminded that I need to get busy or lose my Elite status next year. The problem is that I need to be moved in a positive or negative way to get inspired enough to write a review, and I haven't had a moving dining experience in quite some time!  This place has all the makings of that needle in a haystack restaurant you find when exploring a city. And while I enjoyed the authenticity of Forgotten Taste Pierogies, complete with counter service and carry out only dishes, the food was just good, not great. I don't confess to be a Pierogi expert by any means, but my limited experience with Pierogies in the past painted a much better memory than the Pierogies I had today. They were good enough to eat, but a lot more bland than the ones I've had elsewhere. The stuffed cabbage also has a bland meat filling and was topped with a very basic tomato sauce. The highlight for me was the Haluski, which was an afterthought to me in the combo I ordered. The Haluski had a crunch with the Cabbage & Onions and was topped with a smooth, buttery sauce that combined perfectly with the tender Bowtie pasta.  Overall, I would recommend this place, but next time I come back, I'm going to try their more unique Pierogi of the day and a couple different dishes (like the Goulash!).",neutral
